player,pos,team,season,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,ttl,avg
Joshua Perkins,TE,ATL,2016,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,1,3,0,5,0.6
Eric Tomlinson,TE,NYJ,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0
Derek Carrier,TE,WAS,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,0,2,0.3
Dion Lewis,RB,NE,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,5,1,3,1,2,24,3.4
Alex Ellis,TE,JAC,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,0,4,0.7
Nick Boyle,TE,BAL,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,0,1,0,6,1
Kalif Raymond,WR,DEN,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,2,0.5
Devin Smith,WR,NYJ,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,3,0.8
Damiere Byrd,WR,CAR,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
J.D. McKissic,RB,SEA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
Lamar Miller,RB,HOU,2017,2,3,1,5,3,4,NA,3,4,1,5,3,4,2,4,1,0,45,2.8
D'Onta Foreman,RB,HOU,2017,0,0,3,0,1,0,NA,0,1,0,3,NA,NA,NA,NA,NA,NA,8,0.8
Tyler Ervin,RB,HOU,2017,5,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.8
DeAndre Hopkins,WR,HOU,2017,16,13,8,12,12,4,NA,11,16,14,9,10,14,16,13,6,NA,174,11.6
Stephen Anderson,TE,HOU,2017,5,NA,3,2,2,2,NA,2,6,3,3,0,12,6,3,1,2,52,3.5
Ryan Griffin,TE,HOU,2017,1,NA,6,5,4,8,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,26,3.7
Leonard Fournette,RB,JAC,2017,3,5,4,5,1,2,NA,NA,NA,4,3,3,4,6,NA,3,5,48,3.7
Keelan Cole Sr.,WR,JAC,2017,2,3,4,6,1,2,3,NA,5,8,6,7,3,3,9,13,8,83,5.2
Marcedes Lewis,TE,JAC,2017,2,2,5,4,2,2,3,NA,6,5,2,2,5,2,2,1,3,48,3
James O'Shaughnessy,TE,JAC,2017,1,0,1,1,1,3,1,NA,1,0,1,2,1,1,2,6,2,24,1.5
Allen Robinson II,WR,JAC,2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Allen Hurns,WR,JAC,2017,4,7,3,10,3,3,8,NA,4,9,NA,NA,NA,NA,NA,NA,5,56,5.6
Chris Hogan,WR,NE,2017,5,6,6,9,11,4,6,7,NA,NA,NA,NA,NA,5,NA,NA,NA,59,6.6
Rex Burkhead,RB,NE,2017,3,4,NA,NA,NA,NA,1,7,NA,3,6,2,4,5,1,NA,NA,36,3.6
Dion Lewis,RB,NE,2017,0,1,3,1,2,0,1,2,NA,0,4,2,0,5,2,5,7,35,2.2
James White,RB,NE,2017,5,8,1,12,9,7,5,6,NA,3,1,2,6,4,3,NA,NA,72,5.1
Brandin Cooks,WR,NE,2017,7,4,7,6,8,9,5,8,NA,11,9,7,3,7,7,5,11,114,7.1
Danny Amendola,WR,NE,2017,7,NA,5,7,8,5,4,6,NA,4,9,4,4,9,4,3,7,86,5.7
Phillip Dorsett II,WR,NE,2017,1,3,0,1,0,3,0,0,NA,2,0,1,0,NA,1,1,5,18,1.2
Rob Gronkowski,TE,NE,2017,6,9,10,5,NA,10,7,9,NA,7,3,8,11,NA,13,7,0,105,7.5
Brandon Bolden,RB,NE,2017,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,4,4,0.3
Travis Kelce,TE,KC,2017,7,10,1,8,11,7,5,10,9,NA,14,4,8,13,7,8,NA,122,8.1
Kareem Hunt,RB,KC,2017,5,3,1,4,4,6,4,5,5,NA,4,1,5,3,9,4,0,63,3.9
Tyreek Hill,WR,KC,2017,8,6,8,6,6,7,8,6,4,NA,7,11,9,6,6,7,NA,105,7
Albert Wilson,WR,KC,2017,5,3,4,4,3,NA,2,1,NA,NA,NA,7,5,7,2,8,11,62,4.8
Ross Travis,TE,IND,2017,1,1,0,0,2,0,1,2,2,NA,3,0,NA,2,2,1,0,17,1.1
Chris Conley,WR,KC,2017,4,4,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3.2
Demetrius Harris,TE,KC,2017,2,0,0,3,3,2,3,2,1,NA,1,2,0,3,2,7,4,35,2.2
Dwayne Washington,RB,DET,2017,0,0,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,2,0.4
Golden Tate,WR,DET,2017,12,4,11,5,8,7,NA,8,9,7,4,8,10,9,5,6,7,120,7.5
Ameer Abdullah,RB,DET,2017,4,0,3,4,1,2,NA,3,1,2,2,5,NA,NA,4,2,2,35,2.5
Theo Riddick,RB,DET,2017,7,3,9,2,5,7,NA,2,4,3,2,2,5,10,3,4,3,71,4.4
Marvin Jones Jr.,WR,DET,2017,2,5,6,5,8,14,NA,11,11,2,7,9,8,4,5,5,5,107,6.7
Eric Ebron,TE,DET,2017,3,5,7,4,4,3,NA,6,4,3,7,4,4,11,7,8,6,86,5.4
Kenny Golladay,WR,DET,2017,7,3,5,NA,NA,NA,NA,NA,NA,3,3,4,3,4,5,8,3,48,4.4
Jamal Agnew,WR,DET,2017,0,0,0,0,0,0,NA,1,0,0,0,NA,NA,NA,1,0,0,2,0.2
David Johnson,RB,ARI,2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9
John Brown,WR,ARI,2017,9,NA,NA,7,7,4,4,NA,4,6,6,NA,NA,NA,NA,4,4,55,5.5
Larry Fitzgerald,WR,ARI,2017,13,6,15,7,10,11,3,NA,9,14,10,8,10,7,10,15,13,161,10.1
J.J. Nelson,WR,ARI,2017,6,7,3,4,6,1,5,NA,2,4,3,4,8,3,3,1,1,61,3.8
Elijhaa Penny,RB,ARI,2017,0,0,0,0,1,0,0,NA,0,0,0,0,0,1,1,2,1,6,0.4
Giovani Bernard,RB,CIN,2017,2,4,2,4,2,NA,3,2,1,5,2,1,3,8,5,7,9,60,3.8
Joe Mixon,RB,CIN,2017,3,1,3,4,0,NA,3,3,4,3,2,3,1,NA,NA,3,1,34,2.4
Cody Core,WR,CIN,2017,2,0,0,0,0,NA,2,NA,0,0,0,0,0,0,0,NA,NA,4,0.3
A.J. Green,WR,CIN,2017,10,8,13,7,13,NA,6,8,2,7,9,8,16,12,4,10,10,143,8.9
Tyler Eifert,TE,CIN,2017,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.5
Tyler Kroft,TE,CIN,2017,1,0,4,7,5,NA,4,6,2,6,3,4,2,1,4,5,8,62,3.9
Tyler Boyd,WR,CIN,2017,4,NA,1,2,2,NA,NA,NA,NA,NA,1,2,3,4,NA,6,7,32,3.2
Alex Erickson,WR,CIN,2017,0,6,0,0,1,NA,1,0,1,1,2,1,0,1,2,0,0,16,1
Breshad Perriman,WR,BAL,2017,4,4,1,4,3,2,NA,2,7,NA,NA,2,NA,NA,2,4,NA,35,3.2
Nick Boyle,TE,BAL,2017,1,1,2,5,2,3,3,4,NA,NA,2,1,3,1,2,4,3,37,2.5
Benjamin Watson,TE,BAL,2017,1,8,3,6,4,8,5,4,10,NA,1,3,5,1,4,6,10,79,4.9
Maxx Williams,TE,BAL,2017,1,4,NA,NA,NA,1,NA,NA,3,NA,2,1,2,0,1,3,0,18,1.6
Chris Moore,WR,BAL,2017,0,NA,1,NA,NA,7,8,0,4,NA,0,3,4,3,3,2,3,38,2.9
Patrick Ricard,RB,BAL,2017,0,0,0,0,0,0,0,1,0,NA,0,0,1,1,0,0,1,4,0.3
LeSean McCoy,RB,BUF,2017,6,7,7,3,9,NA,7,7,1,5,1,4,5,0,5,7,3,77,4.8
Patrick DiMarco,RB,BUF,2017,1,1,0,0,0,NA,0,0,0,3,1,0,0,0,2,1,1,10,0.6
Jordan Matthews,WR,BUF,2017,3,3,5,2,NA,NA,3,4,8,2,NA,3,3,NA,NA,NA,NA,36,3.6
Nick O'Leary,TE,BUF,2017,2,0,1,0,6,NA,2,3,5,2,3,2,NA,1,2,1,2,32,2.1
Zay Jones,WR,BUF,2017,4,6,2,5,6,NA,9,5,7,NA,7,10,7,0,2,1,3,74,4.9
Taiwan Jones,RB,BUF,2017,0,0,0,0,0,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0.3
Robbie Anderson,WR,NYJ,2017,8,4,6,6,5,12,5,6,5,7,NA,10,12,6,12,7,3,114,7.1
Jermaine Kearse,WR,NYJ,2017,9,5,3,7,4,4,4,5,6,8,NA,11,10,6,5,8,7,102,6.4
Eric Tomlinson,TE,NYJ,2017,2,NA,NA,1,1,1,1,1,2,0,NA,0,0,0,0,0,2,11,0.8
Kalif Raymond,WR,NYG,2017,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,0,1,0.1
Chad Hansen,WR,NYJ,2017,0,0,NA,0,0,0,0,0,0,4,NA,1,3,0,4,1,4,17,1.1
Chris Thompson,RB,WAS,2017,5,7,7,2,NA,5,5,9,6,7,1,NA,NA,NA,NA,NA,NA,54,5.4
Jamison Crowder,WR,WAS,2017,7,5,6,1,NA,5,6,13,NA,11,8,10,7,6,7,4,7,103,6.9
Ryan Grant,WR,WAS,2017,6,2,4,3,NA,5,3,7,3,3,3,2,9,1,3,6,5,65,4.1
Vernon Davis,TE,WAS,2017,1,1,5,3,NA,4,4,4,9,11,6,1,2,7,5,3,3,69,4.3
Jordan Reed,TE,WAS,2017,8,6,NA,5,NA,5,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,5.8
Wendell Smallwood,RB,PHI,2017,1,2,2,6,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,3,18,2.3
Darren Sproles,RB,PHI,2017,8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4
Zach Ertz,TE,PHI,2017,8,10,10,8,12,5,5,6,NA,NA,5,12,4,NA,9,14,2,110,7.9
Alshon Jeffery,WR,PHI,2017,7,13,8,6,4,10,6,8,11,NA,7,9,6,11,10,2,2,120,7.5
Nelson Agholor,WR,PHI,2017,8,3,3,4,5,7,5,3,4,NA,5,6,12,11,9,7,3,95,5.9
Trey Burton,TE,PHI,2017,0,1,3,0,2,1,1,2,4,NA,0,NA,7,6,2,0,2,31,2.1
Mack Hollins,WR,PHI,2017,0,3,0,0,0,2,1,3,1,NA,1,2,1,2,1,0,5,22,1.4
Corey Clement,RB,PHI,2017,0,0,0,0,1,0,1,1,1,NA,0,1,3,3,1,2,1,15,0.9
Jordan Howard,RB,CHI,2017,5,1,5,4,0,1,0,5,NA,0,0,2,2,2,4,0,1,32,2
Tarik Cohen,RB,CHI,2017,12,9,4,4,1,3,3,3,NA,2,6,2,4,2,6,2,8,71,4.4
Michael Burton,RB,CHI,2017,0,0,1,0,0,1,0,0,NA,0,0,0,0,0,0,1,1,4,0.3
Kevin White,WR,CHI,2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4
Devonta Freeman,RB,ATL,2017,2,2,3,2,NA,4,3,3,5,0,NA,NA,2,0,7,3,11,47,3.4
Tevin Coleman,RB,ATL,2017,6,2,5,6,NA,1,1,1,2,1,2,0,6,0,NA,4,2,39,2.6
Mohamed Sanu Sr.,WR,ATL,2017,9,6,6,3,NA,NA,10,7,3,5,3,9,5,8,5,6,11,96,6.4
Taylor Gabriel,WR,ATL,2017,4,3,6,5,NA,8,2,1,4,3,2,3,2,1,2,4,1,51,3.2
Julio Jones,WR,ATL,2017,5,9,12,4,NA,7,13,6,12,8,10,15,6,11,8,11,11,148,9.3
Levine Toilolo,TE,ATL,2017,1,0,0,3,NA,0,0,3,1,1,2,0,2,1,0,0,NA,14,0.9
Austin Hooper,TE,ATL,2017,2,2,2,7,NA,9,1,6,6,6,2,5,4,4,2,4,3,65,4.1
Andre Roberts,WR,ATL,2017,0,1,1,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,4,0.3
Eric Saubert,TE,ATL,2017,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
Corey Coleman,WR,CLE,2017,6,7,NA,NA,NA,NA,NA,NA,NA,NA,11,8,4,6,4,6,6,58,6.4
David Njoku,TE,CLE,2017,2,4,4,2,3,5,5,7,NA,6,1,4,6,2,3,3,3,60,3.8
Duke Johnson Jr.,RB,CLE,2017,5,6,7,10,3,5,7,5,NA,6,6,5,4,4,7,7,6,93,5.8
Seth DeValve,TE,CLE,2017,5,4,5,4,4,3,4,3,NA,6,3,2,3,3,4,4,1,58,3.6
James Conner,RB,PIT,2017,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,NA,NA,1,0.1
Le'Veon Bell,RB,PIT,2017,6,4,7,6,10,6,3,3,NA,6,11,14,6,10,6,8,NA,106,7.1
Antonio Brown,WR,PIT,2017,11,11,14,9,19,10,10,10,NA,7,13,12,16,18,3,NA,NA,163,11.6
Vance McDonald,TE,PIT,2017,1,NA,0,1,2,2,3,NA,NA,2,NA,NA,NA,6,NA,5,2,24,2.4
Jesse James,TE,PIT,2017,8,5,4,3,5,0,0,3,NA,2,8,4,1,12,5,1,2,63,3.9
JuJu Smith-Schuster,WR,PIT,2017,0,4,6,4,6,3,3,10,NA,7,8,NA,5,NA,6,7,10,79,5.6
Derrick Henry,RB,TEN,2017,0,0,1,0,0,1,3,NA,2,3,0,2,0,0,2,1,2,17,1.1
Corey Davis,WR,TEN,2017,10,3,NA,NA,NA,NA,NA,NA,5,10,7,4,4,6,5,9,2,65,5.9
Taywan Taylor,WR,TEN,2017,2,1,3,1,1,4,4,NA,2,3,1,2,2,1,0,1,0,28,1.8
Jonnu Smith,TE,TEN,2017,1,3,2,0,5,1,4,NA,1,5,1,0,1,0,1,2,3,30,1.9
Jalen Richard,RB,OAK,2017,1,2,1,1,2,4,4,7,1,NA,3,2,3,0,2,2,1,36,2.3
DeAndre Washington,RB,OAK,2017,2,3,6,1,NA,1,4,10,1,NA,3,3,0,2,3,3,3,45,3
Cordarrelle Patterson,RB,OAK,2017,1,1,2,6,1,1,3,4,0,NA,4,4,4,6,2,2,1,42,2.6
Marshawn Lynch,RB,OAK,2017,2,2,1,1,2,2,0,NA,2,NA,1,3,3,2,4,3,3,31,2.1
Seth Roberts,WR,OAK,2017,1,1,5,5,4,3,6,NA,2,NA,9,3,6,3,5,6,6,65,4.3
Michael Crabtree,WR,OAK,2017,7,6,3,NA,8,10,7,10,4,NA,11,0,NA,13,17,3,2,101,7.2
Jared Cook,TE,OAK,2017,5,6,6,8,6,3,7,5,9,NA,5,5,5,6,4,2,4,86,5.4
Amari Cooper,WR,OAK,2017,13,5,5,8,2,6,19,10,9,NA,7,1,NA,1,NA,4,6,96,6.9
Tavon Austin,WR,LAR,2017,1,2,0,2,5,0,2,NA,0,0,0,4,1,0,0,0,5,22,1.4
Malcolm Brown,RB,LAR,2017,0,1,NA,1,2,0,1,NA,0,NA,NA,NA,NA,0,1,0,5,11,1
Todd Gurley II,RB,LAR,2017,6,4,7,8,4,1,8,NA,3,7,4,7,7,5,3,13,NA,87,5.8
Derek Carrier,TE,LAR,2017,2,1,1,0,0,0,1,NA,1,NA,NA,0,1,0,2,0,2,11,0.8
Pharoh Cooper,WR,LAR,2017,1,0,1,0,4,0,0,NA,1,2,1,2,1,2,0,0,4,19,1.2
Cooper Kupp,WR,LAR,2017,6,6,2,7,8,3,10,NA,5,7,7,11,6,7,3,6,NA,94,6.3
Gerald Everett,TE,LAR,2017,1,3,0,3,3,3,0,NA,2,2,2,1,4,1,1,0,6,32,2
Sammy Watkins,WR,LAR,2017,5,2,7,2,4,4,5,NA,2,3,4,9,4,7,5,7,NA,70,4.7
Robert Woods,WR,LAR,2017,5,4,7,6,8,7,7,NA,5,10,11,NA,NA,NA,7,8,NA,85,7.1
Tyler Higbee,TE,LAR,2017,3,1,3,6,8,3,3,NA,2,4,5,3,1,0,1,2,0,45,2.8
Josh Reynolds,WR,LAR,2017,0,1,0,0,0,0,0,NA,1,0,1,6,6,2,0,1,6,24,1.5
Frank Gore,RB,IND,2017,1,2,1,3,4,3,0,4,4,1,NA,5,0,1,4,2,3,38,2.4
Marlon Mack,RB,IND,2017,1,1,NA,NA,1,2,6,5,0,4,NA,2,2,3,1,2,3,33,2.4
Donte Moncrief,WR,IND,2017,4,8,3,3,3,7,4,1,2,1,NA,3,8,NA,NA,NA,NA,47,3.9
T.Y. Hilton,WR,IND,2017,7,6,9,6,9,4,8,7,9,4,NA,5,6,4,7,12,6,109,6.8
Jack Doyle,TE,IND,2017,3,8,5,7,NA,11,7,14,9,5,NA,8,5,3,8,10,5,108,7.2
Jamaal Williams,RB,GB,2017,0,1,0,1,0,0,0,NA,2,1,6,5,3,7,0,3,5,34,2.1
Ty Montgomery,RB,GB,2017,4,7,12,0,NA,3,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,31,3.9
Davante Adams,WR,GB,2017,7,10,6,5,11,10,5,NA,10,8,10,8,6,14,7,NA,NA,117,8.4
Randall Cobb,WR,GB,2017,13,9,NA,4,5,3,4,NA,5,4,6,4,0,8,14,7,6,92,6.1
Lance Kendricks,TE,GB,2017,4,0,3,1,1,0,0,NA,3,2,4,0,1,5,2,9,0,35,2.2
Trevor Davis,WR,GB,2017,0,1,0,0,0,0,0,NA,1,0,0,0,0,1,0,1,3,7,0.4
Chris Carson,RB,SEA,2017,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2
C.J. Prosise,RB,SEA,2017,0,6,5,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,11,2.2
Jimmy Graham,TE,SEA,2017,8,2,11,6,8,NA,6,5,8,9,11,6,4,2,3,1,6,96,6
Paul Richardson Jr.,WR,SEA,2017,7,5,7,3,5,NA,2,7,3,2,8,7,4,7,7,4,2,80,5
Luke Willson,TE,SEA,2017,1,3,4,1,1,NA,1,1,2,0,2,0,0,1,2,2,1,22,1.4
Tyler Lockett,WR,SEA,2017,3,9,3,5,4,NA,7,8,8,2,5,1,2,5,3,2,4,71,4.4
Nick Vannett,TE,SEA,2017,1,0,0,0,2,NA,1,1,0,2,0,4,3,1,0,0,NA,15,1
Matt Breida,RB,SF,2017,0,2,4,3,5,4,1,6,4,2,NA,1,1,0,0,1,2,36,2.3
Kyle Juszczyk,RB,SF,2017,4,0,1,3,4,NA,NA,0,2,6,NA,2,3,4,4,5,4,42,3
Carlos Hyde,RB,SF,2017,6,6,4,6,1,6,8,9,11,3,NA,13,5,1,2,3,4,88,5.5
Trent Taylor,WR,SF,2017,1,4,4,10,2,5,5,3,3,NA,NA,3,6,3,5,4,2,60,4
George Kittle,TE,SF,2017,6,2,3,3,9,8,2,4,5,NA,NA,2,3,2,5,3,6,63,4.2
Marquise Goodwin,WR,SF,2017,6,6,5,2,11,5,8,3,8,2,NA,6,8,12,13,6,4,105,6.6
Raheem Mostert,RB,SF,2017,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0
Christian McCaffrey,RB,CAR,2017,7,5,11,6,7,14,9,7,6,7,NA,5,6,4,7,4,8,113,7.1
Damiere Byrd,WR,CAR,2017,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,2,NA,17,2.1
Russell Shepard,WR,CAR,2017,2,2,1,1,2,6,3,1,2,7,NA,0,5,0,0,NA,0,32,2.1
Greg Olsen,TE,CAR,2017,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,12,6,9,38,5.4
Devin Funchess,WR,CAR,2017,2,6,10,9,8,9,8,6,7,6,NA,12,7,7,4,4,6,111,6.9
Ezekiel Elliott,RB,DAL,2017,5,5,4,5,2,NA,3,2,0,NA,NA,NA,NA,NA,NA,7,5,38,3.8
Alfred Morris,RB,DAL,2017,0,0,NA,0,1,NA,1,0,0,0,0,1,1,3,2,NA,0,9,0.6
Jason Witten,TE,DAL,2017,9,13,4,2,10,NA,4,5,1,7,1,7,5,2,5,9,3,87,5.4
Dez Bryant,WR,DAL,2017,9,16,2,13,8,NA,10,6,11,8,14,5,7,5,4,6,8,132,8.3
Cole Beasley,WR,DAL,2017,5,8,1,6,6,NA,2,3,6,3,4,3,3,5,5,3,NA,63,4.2
Ryan Switzer,WR,DAL,2017,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,5,7,0.4
Sterling Shepard,WR,NYG,2017,8,4,10,5,2,NA,NA,NA,9,13,NA,NA,6,3,16,8,NA,84,7.6
Paul Perkins,RB,NYG,2017,3,2,2,2,NA,NA,NA,NA,0,0,NA,0,0,0,NA,0,1,10,0.9
Evan Engram,TE,NYG,2017,5,7,7,11,4,7,12,NA,10,9,6,7,8,7,13,2,NA,115,7.7
Dwayne Harris,WR,NYG,2017,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Jerell Adams,TE,NYG,2017,0,1,0,0,1,1,0,NA,0,0,1,0,0,0,0,4,3,11,0.7
Jerick McKinnon,RB,MIN,2017,3,5,2,2,6,6,3,10,NA,2,7,3,5,3,8,2,1,68,4.3
Latavius Murray,RB,MIN,2017,0,0,0,2,2,1,0,1,NA,0,2,1,3,2,1,1,1,17,1.1
Dalvin Cook,RB,MIN,2017,5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4
Stefon Diggs,WR,MIN,2017,8,6,11,7,4,NA,NA,6,NA,5,6,7,5,10,6,8,6,95,6.8
Laquon Treadwell,WR,MIN,2017,1,6,1,2,0,3,4,4,NA,1,3,0,1,4,0,2,3,35,2.2
Adam Thielen,WR,MIN,2017,10,6,8,8,8,13,12,10,NA,12,9,11,5,12,5,6,7,142,8.9
Kyle Rudolph,TE,MIN,2017,3,6,2,4,9,9,7,7,NA,7,7,4,5,5,2,1,3,81,5.1
C.J. Ham,RB,MIN,2017,0,0,1,0,2,0,1,0,NA,0,0,0,1,1,1,0,1,8,0.5
Ted Ginn Jr.,WR,NO,2017,5,6,3,2,NA,4,7,4,5,1,6,11,3,2,NA,5,6,70,4.7
Adrian Peterson,RB,ARI,2017,1,0,2,0,NA,0,4,NA,4,2,1,5,NA,NA,NA,NA,NA,19,1.9
Alvin Kamara,RB,NO,2017,6,7,5,10,NA,3,7,3,7,5,9,6,6,3,7,9,7,100,6.3
Mark Ingram II,RB,NO,2017,5,5,4,8,NA,5,5,6,1,0,4,3,7,5,6,3,4,71,4.4
Michael Thomas,WR,NO,2017,8,10,8,11,NA,6,11,8,11,10,11,8,9,14,11,5,8,149,9.3
Tommylee Lewis,WR,NO,2017,3,2,3,2,NA,NA,1,0,0,0,0,1,1,2,0,0,0,15,1
Trey Edmunds,RB,NO,2017,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bennie Fowler III,WR,DEN,2017,4,3,7,2,NA,8,5,6,2,1,1,4,4,0,0,3,6,56,3.5
Virgil Green,TE,DEN,2017,1,3,3,0,NA,1,2,2,0,0,4,3,1,0,1,0,1,22,1.4
Emmanuel Sanders,WR,DEN,2017,6,8,15,5,NA,8,NA,NA,5,11,8,6,7,4,9,NA,NA,92,7.7
Isaiah McKenzie,WR,DEN,2017,0,0,0,2,NA,2,NA,1,3,0,NA,NA,0,NA,NA,2,3,13,1.2
Melvin Gordon III,RB,LAC,2017,6,8,2,3,8,12,4,2,NA,8,2,3,4,3,8,3,7,83,5.2
Tyrell Williams,WR,LAC,2017,7,4,7,6,2,3,1,6,NA,5,1,3,3,4,7,6,4,69,4.3
Austin Ekeler,RB,LAC,2017,2,0,1,2,6,2,4,1,NA,5,2,3,3,3,1,0,0,35,2.2
Travis Benjamin,WR,LAC,2017,4,3,8,5,3,1,1,9,NA,3,1,3,6,4,4,5,5,65,4.1
Keenan Allen,WR,LAC,2017,10,10,9,11,12,9,7,5,NA,7,13,14,14,8,8,10,12,159,9.9
James Develin,RB,NE,2017,0,1,0,2,1,0,0,1,NA,2,0,0,0,1,1,0,1,10,0.6
Anthony Sherman,RB,KC,2017,0,0,1,0,1,0,0,0,0,NA,1,1,0,0,0,0,4,8,0.5
Demarcus Robinson,WR,KC,2017,0,0,2,0,1,5,8,1,2,NA,3,4,3,0,0,0,10,39,2.4
James Winchester,TE,KC,2017,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
Darren Fells,TE,DET,2017,0,1,1,5,2,4,NA,3,1,1,1,3,2,1,0,0,1,26,1.6
Cethan Carter,TE,CIN,2017,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0.1
Clark Harris,TE,CIN,2017,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Thomas,TE,BUF,2017,0,0,0,0,2,NA,1,1,3,0,NA,NA,2,0,0,NA,NA,9,0.8
Elijah McGuire,RB,NYJ,2017,0,2,0,2,3,0,0,0,1,7,NA,1,0,0,3,1,6,26,1.6
Samaje Perine,RB,WAS,2017,0,1,1,0,NA,3,0,0,0,1,2,4,3,4,2,3,0,24,1.5
Josh Doctson,WR,WAS,2017,0,1,2,3,NA,3,5,3,5,7,7,4,5,6,4,13,10,78,4.9
Marcus Johnson,WR,PHI,2017,0,NA,0,1,1,1,1,0,1,NA,0,NA,NA,NA,NA,NA,3,8,0.8
Daniel Brown,TE,CHI,2017,0,0,NA,NA,0,0,0,1,NA,3,5,3,1,2,4,1,0,20,1.4
Adam Shaheen,TE,CHI,2017,0,0,1,0,0,0,0,1,NA,2,4,1,0,5,NA,NA,NA,14,1.1
Justin Hardy,WR,ATL,2017,0,2,0,6,NA,3,2,0,2,2,4,0,0,0,4,1,3,29,1.8
Danny Vitale,RB,CLE,2017,0,0,0,0,0,1,1,0,NA,1,0,1,0,1,0,0,NA,5,0.3
Roosevelt Nix,RB,PIT,2017,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,1,3,0.2
Beau Brinkley,TE,TEN,2017,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
Lee Smith,TE,OAK,2017,0,1,0,2,0,0,0,3,0,NA,0,1,0,0,1,3,0,11,0.7
Johnny Holton,WR,OAK,2017,0,0,0,1,0,0,0,0,1,NA,2,2,7,4,0,0,1,18,1.1
Darrell Daniels,TE,IND,2017,0,0,1,2,4,0,3,0,0,2,NA,NA,NA,NA,NA,0,1,13,1.1
Richard Rodgers,TE,GB,2017,0,4,0,0,1,0,0,NA,2,1,1,3,2,1,4,0,NA,19,1.3
Garrett Celek,TE,SF,2017,0,1,2,0,1,2,1,2,4,6,NA,2,4,4,3,0,1,33,2.1
Kendrick Bourne,WR,SF,2017,0,NA,NA,NA,NA,NA,2,2,6,3,NA,2,1,2,6,5,5,34,3.1
Kyle Nelson,TE,SF,2017,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Logan Paulsen,TE,SF,2017,0,0,0,1,0,0,0,NA,NA,0,NA,0,0,0,1,0,0,2,0.1
