player,pos,team,season,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,ttl,avg
Curtis Samuel,WR,WAS,2021,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,9,1.8
Buddy Howell,RB,LAR,2021,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0
Jacques Patrick,RB,SF,2021,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Ross Dwelley,TE,SF,2021,NA,NA,NA,1,2,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,1.3
Le'Veon Bell,RB,TB,2021,NA,NA,NA,1,NA,0,2,NA,0,0,NA,NA,NA,NA,NA,0,3,1,7,0.9
Tylan Wallace,WR,BAL,2021,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,0,0,2,2,NA,1,6,0.6
N'Keal Harry,WR,NE,2021,NA,NA,NA,1,2,NA,2,2,NA,1,2,NA,0,NA,5,6,NA,1,22,2.2
Jakob Johnson,RB,NE,2021,NA,NA,NA,0,NA,NA,2,2,NA,NA,0,NA,NA,NA,0,1,0,NA,5,0.7
Codey McElroy,TE,TB,2021,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
Colby Parkinson,TE,SEA,2021,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,3,8,1.3
Antony Auclair,TE,HOU,2021,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,1,5,1.3
Isaiah Ford,WR,MIA,2021,NA,NA,NA,NA,1,1,1,1,NA,4,NA,2,1,NA,3,NA,2,NA,16,1.8
Marcus Johnson,WR,TEN,2021,NA,NA,NA,NA,5,1,1,5,0,6,1,NA,NA,NA,NA,NA,NA,NA,19,2.7
Kalen Ballage,RB,PIT,2021,NA,NA,NA,NA,1,0,NA,0,1,2,1,2,NA,0,NA,NA,NA,0,7,0.8
David Moore,WR,GB,2021,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,1
Tyrie Cleveland,WR,DEN,2021,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3
Tyler Davis,TE,GB,2021,NA,NA,NA,NA,0,0,0,NA,NA,1,NA,NA,NA,0,1,NA,2,1,5,0.6
Dax Milne,WR,WAS,2021,NA,NA,NA,NA,1,1,4,2,NA,2,1,NA,NA,NA,1,1,1,NA,14,1.6
Jalen Richard,RB,LV,2021,NA,NA,NA,NA,1,1,4,NA,3,1,NA,NA,NA,NA,0,1,1,2,14,1.6
Jesper Horsted,TE,CHI,2021,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,0.8
Joshua Kelley,RB,LAC,2021,NA,NA,NA,NA,0,0,NA,NA,1,0,NA,3,NA,1,0,1,NA,NA,6,0.8
Eno Benjamin,RB,ARI,2021,NA,NA,NA,NA,0,NA,0,NA,0,1,1,NA,1,NA,NA,NA,0,4,7,0.9
Travis Benjamin,WR,SF,2021,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,1,5,1
Charlie Woerner,TE,SF,2021,NA,NA,NA,NA,1,NA,2,2,NA,NA,NA,1,0,0,0,NA,0,NA,6,0.8
Josh Gordon,WR,KC,2021,NA,NA,NA,NA,1,NA,1,1,1,NA,2,NA,NA,3,NA,3,1,1,14,1.6
Darrynton Evans,RB,TEN,2021,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Hunter Long,TE,MIA,2021,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,3,1
Trayveon Williams,RB,CIN,2021,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,2,2,0.5
Shi Smith,WR,CAR,2021,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,5,1,NA,11,2.2
T.Y. Hilton,WR,IND,2021,NA,NA,NA,NA,NA,4,NA,5,NA,5,2,5,2,NA,1,5,3,5,37,3.7
Dante Pettis,WR,NYG,2021,NA,NA,NA,NA,NA,11,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5.3
Miles Boykin,WR,BAL,2021,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0.5
Rashod Bateman,WR,BAL,2021,NA,NA,NA,NA,NA,6,6,NA,8,8,6,4,1,8,2,5,10,4,68,5.7
Artavis Pierce,RB,CHI,2021,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Johnny Stanton IV,RB,CLE,2021,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0.7
Mike Boone,RB,DEN,2021,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0.7
Malik Turner,WR,DAL,2021,NA,NA,NA,NA,NA,1,NA,NA,7,1,2,NA,1,NA,1,3,NA,NA,16,2.3
Allen Hurns,WR,MIA,2021,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0
Chris Myarick,TE,NYG,2021,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2,NA,1,NA,2,NA,NA,6,1.2
Damion Ratley,WR,DAL,2021,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
John Kelly Jr.,RB,CLE,2021,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
John Brown,WR,JAC,2021,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,1
Mason Kinsey,WR,TEN,2021,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Derrick Gore,RB,KC,2021,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,2,NA,3,1,1,9,1.1
Antonio Gandy-Golden,WR,WAS,2021,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
David Sills V,WR,NYG,2021,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,6,1.5
Keith Kirkwood,WR,CAR,2021,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2.3
Jacob Harris,TE,LAR,2021,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Geronimo Allison,WR,DET,2021,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
Brock Wright,TE,DET,2021,NA,NA,NA,NA,NA,NA,0,NA,NA,2,1,NA,3,5,1,3,NA,2,17,2.1
Ke'Shawn Vaughn,RB,TB,2021,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,2,1,3,2,8,1.3
Deon Yelder,TE,TB,2021,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
Ryan Nall,RB,CHI,2021,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,0.2
Keke Coutee,WR,IND,2021,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Devine Ozigbo,RB,JAC,2021,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5
Tre'Quan Smith,WR,NO,2021,NA,NA,NA,NA,NA,NA,3,3,4,7,8,5,7,3,3,NA,NA,7,50,5
Kevin White,WR,NO,2021,NA,NA,NA,NA,NA,NA,2,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,5,1.3
Antoine Wesley,WR,ARI,2021,NA,NA,NA,NA,NA,NA,NA,3,3,1,4,NA,NA,NA,8,4,5,4,32,4
Juwann Winfree,WR,GB,2021,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,1,2,3,13,2.6
Patrick Laird,RB,MIA,2021,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,1
Anthony McFarland Jr.,RB,PIT,2021,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,0.3
La'Mical Perine,RB,NYJ,2021,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0
Dontrell Hilliard,RB,TEN,2021,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,2,NA,2,6,2,3,1,26,3.3
Jermar Jefferson,RB,DET,2021,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,0,1,NA,0,NA,NA,NA,5,1
Jordan Howard,RB,PHI,2021,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,4,1,NA,5,0.7
Brevin Jordan,TE,HOU,2021,NA,NA,NA,NA,NA,NA,NA,4,2,NA,3,3,4,7,NA,4,1,NA,28,3.5
Cyril Grayson Jr.,WR,TB,2021,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,8,NA,12,4
Luke Stocker,TE,MIN,2021,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,0,NA,0,NA,NA,0,2,0.3
Cam Akers,RB,LAR,2021,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1.5
Josh Hammond,WR,JAC,2021,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Darwin Thompson,RB,TB,2021,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
Dezmon Patmon,WR,IND,2021,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,4,1
LeVante Bellamy,RB,DEN,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Trey Edmunds,RB,PIT,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Pharoh Cooper,WR,NYG,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2,3,1,2,1,2,NA,11,1.4
Dillon Stoner,WR,LV,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Kene Nwangwu,RB,MIN,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,2,0,0,5,0.6
Sean McKeon,TE,DAL,2021,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,0,NA,NA,6,1.2
Kirk Merritt,WR,MIA,2021,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
John Hightower,WR,PHI,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
Greg Dortch,WR,ARI,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,2,3,0.6
J.J. Koski,WR,LAR,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0
Adrian Peterson,RB,SEA,2021,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,0,NA,NA,NA,NA,NA,4,1
D'Onta Foreman,RB,TEN,2021,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,NA,2,3,0,0,2,11,1.2
Kevin Rader,TE,PIT,2021,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,0,NA,3,1
Dez Fitzpatrick,WR,TEN,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,NA,NA,NA,NA,NA,NA,8,2.7
Frank Darby,WR,ATL,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,0,NA,NA,1,NA,4,1
JoJo Natson,WR,CLE,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0
Kenny Yeboah,TE,NYJ,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,2,NA,3,1
Maurice Ffrench,WR,LAC,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0
Dan Chisena,WR,MIN,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0
Patrick Taylor Jr.,RB,GB,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,2,2,0.4
Daniel Helm,TE,LV,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,1,NA,NA,NA,2,0.7
Jeff Wilson Jr.,RB,SF,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,2,3,0,0,8,0.9
Kendall Blanton,TE,LAR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,7,1.8
Briley Moore,TE,TEN,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,0
Deon Jackson,RB,IND,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0
Qadree Ollison,RB,ATL,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,0,1,NA,0,1,6,1
Nick Boyle,TE,BAL,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,1
Nick Bawden,RB,NYJ,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1
Duke Johnson Jr.,RB,MIA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,0,3,1,5,1
Tyree Jackson,TE,PHI,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,5,7,2.3
Nick Vannett,TE,NO,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,6,1,1,NA,1,15,2.1
Ja'Marcus Bradley,WR,CLE,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,0,4,1
Clark Harris,TE,CIN,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0
Daurice Fountain,WR,KC,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0
Tre' McKitty,TE,LAC,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,3,1,8,1.3
Breshad Perriman,WR,TB,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,2,NA,NA,3,6,18,3.6
Elijah McGuire,RB,KC,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0
Isaiah Coulter,WR,CHI,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1
Adam Prentice,RB,NO,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,1,1,3,0.6
Marquez Stevenson,WR,BUF,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,NA,0,0
Brandin Bryant,RB,BUF,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,0
Austin Walter,RB,NYJ,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,0,NA,0,NA,3,0.8
Cody Hollister,WR,TEN,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,2,NA,NA,NA,7,2.3
Matt Cole,WR,CAR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0
Darius Bradwell,RB,LAC,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,1,0.5
Michael Bandy,WR,LAC,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0
B.J. Emmons,RB,SEA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0
Pooka Williams Jr.,RB,CIN,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
Jaylen Samuels,RB,HOU,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,3,NA,4,1.3
Davion Davis,WR,HOU,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,3,1.5
Rodney Adams,WR,CHI,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
Wendell Smallwood,RB,WAS,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,5,2.5
Sammis Reyes,TE,WAS,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0
Brandon Powell,WR,LAR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
Nate McCrary,RB,BAL,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0
Rashod Berry,TE,DET,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0
Sandro Platzgummer,RB,NYG,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0
Jonathan Williams,RB,WAS,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,3,0,6,1.2
JaQuan Hardy,RB,DAL,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0
Trey Ragas,RB,LV,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2
Vyncint Smith,WR,NYJ,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1
D.J. Montgomery,WR,NYJ,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,NA,NA,6,3
Easop Winston Jr.,WR,NO,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,1,0.3
Craig Reynolds,RB,DET,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,0,8,1.6
Shane Zylstra,TE,DET,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,NA,NA,7,2.3
Mitchell Wilcox,TE,CIN,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,5,5,1.3
River Cracraft,WR,SF,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0
Jake Hausmann,TE,NYG,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0
Quinton Bell,WR,ATL,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0
Brycen Hopkins,TE,LAR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1
Landen Akers,WR,LAR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0
Cody Thompson,WR,SEA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
Miller Forristall,TE,CLE,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0
Alex Bachman,WR,NYG,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0
Tommylee Lewis,WR,MIA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,2,1
Jordan Veasy,WR,HOU,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0
Brian Hill,RB,SF,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0
Andrew Beck,TE,DEN,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0
Trent Taylor,WR,CIN,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,3,0.8
Dazz Newsome,WR,CHI,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,5,1.7
Ethan Wolf,TE,NO,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2
Kawaan Baker,WR,NO,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
Farrod Green,TE,IND,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
James Winchester,TE,KC,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
Osirus Mitchell,WR,DAL,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
Marvin Hall,WR,ATL,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1
Nathan Cottrell,RB,JAC,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Reggie Bonnafon,RB,CAR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2
Stephen Sullivan,TE,CAR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1
Kenjon Barner,RB,TB,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
Jalen Camp,WR,HOU,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
Jason Moore Jr.,WR,LAC,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,4
Kristian Wilkerson,WR,NE,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,8
Ryquell Armstead,RB,JAC,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2
Seth Williams,WR,DEN,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1
Ryan Switzer,WR,CLE,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0
Tarik Black,WR,NYJ,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
C.J. Saunders,WR,CAR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
Josh Johnson,RB,SEA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jason Huntley,RB,PHI,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
Richard Rodgers,TE,PHI,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
Noah Togiai,TE,PHI,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
Ito Smith,RB,DAL,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
Brandon Powell,WR,LAR,2022,1,1,3,0,0,5,NA,0,1,1,2,2,4,2,2,3,NA,NA,27,1.8
Cam Akers,RB,LAR,2022,0,3,0,1,1,NA,NA,NA,0,1,0,0,1,1,3,2,NA,NA,13,1
Darrell Henderson Jr.,RB,LAR,2022,5,0,1,4,5,3,NA,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,22,2.2
Tyler Higbee,TE,LAR,2022,11,9,4,14,10,2,NA,6,1,8,8,NA,5,3,5,11,NA,NA,97,6.9
Allen Robinson II,WR,LAR,2022,2,5,5,6,5,6,NA,7,5,6,5,NA,NA,NA,NA,NA,NA,NA,52,5.2
Tutu Atwell,WR,LAR,2022,1,NA,1,NA,2,0,NA,NA,NA,NA,1,2,5,9,4,2,NA,NA,27,2.7
Ben Skowronek,WR,LAR,2022,6,3,4,3,8,5,NA,1,2,7,4,4,3,8,3,NA,NA,NA,61,4.4
Cooper Kupp,WR,LAR,2022,15,14,6,19,10,8,NA,12,9,5,NA,NA,NA,NA,NA,NA,NA,NA,98,10.9
Zack Moss,RB,IND,2022,6,1,1,0,0,NA,NA,NA,NA,0,0,0,0,NA,1,1,NA,NA,10,0.9
James Cook,RB,BUF,2022,0,1,5,1,0,0,NA,1,4,0,1,5,6,1,3,2,NA,NA,30,2
Devin Singletary,RB,BUF,2022,2,3,11,5,2,5,NA,2,5,2,2,1,2,2,4,3,NA,NA,51,3.4
Dawson Knox,TE,BUF,2022,2,5,4,6,NA,3,NA,3,4,6,7,2,1,7,8,5,NA,NA,63,4.5
Jamison Crowder,WR,BUF,2022,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3.3
Stefon Diggs,WR,BUF,2022,9,15,11,6,11,13,NA,8,10,16,5,15,9,5,9,2,NA,NA,144,9.6
Isaiah McKenzie,WR,BUF,2022,3,3,9,6,NA,5,NA,1,3,4,1,10,5,5,5,2,NA,NA,62,4.4
