"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","TTL","AVG"
"LeVante Bellamy","RB","DEN","-","0","0","0","bye","-","-","-","-","-","-","-","-","-","-","1","0","1","0.2"
"Kenjon Barner","RB","TB","-","-","0","1","-","-","-","-","-","-","0","-","bye","0","0","0","-","1","0.2"
"D'Onta Foreman","RB","TEN","-","-","-","bye","-","-","-","0","0","1","0","0","0","-","-","-","-","1","0.2"
"Jake Kumerow","WR","BUF","-","-","-","-","-","-","-","-","0","0","bye","0","0","0","1","-","-","1","0.2"
"Marcus Kemp","WR","MIA","0","0","0","-","-","0","1","0","-","-","-","0","0","0","-","-","0","1","0.1"
"Derek Carrier","TE","LV","0","0","0","0","0","bye","0","0","0","0","1","0","0","0","0","0","0","1","0.1"
"Jordan Howard","RB","PHI","0","0","0","1","-","-","-","-","0","-","-","-","0","-","-","0","-","1","0.1"
"Stephen Carlson","TE","CLE","1","0","0","0","0","0","0","0","bye","0","0","1","0","0","0","0","0","2","0.1"
"Mike Boone","RB","MIN","0","0","0","0","0","1","bye","0","0","0","0","0","0","1","0","0","0","2","0.1"
"Joe Reed","WR","LAC","0","0","0","-","-","bye","0","0","1","0","0","0","-","-","-","0","0","1","0.1"
"Buddy Howell","RB","HOU","0","0","0","0","-","-","0","bye","0","0","0","0","0","2","0","0","0","2","0.1"
"Scottie Phillips","RB","HOU","0","-","-","-","-","-","-","bye","-","-","0","0","0","0","1","0","0","1","0.1"
"Daniel Brown","TE","NYJ","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","1","1","2","0.1"
"Reggie Gilliam","RB","BUF","0","1","0","0","0","0","1","0","0","0","bye","0","0","0","0","-","-","2","0.1"
"Penny Hart","WR","SEA","0","-","0","0","0","bye","-","0","0","0","0","0","0","1","-","0","0","1","0.1"
"Marcus Baugh","TE","WAS","0","1","0","0","-","-","-","bye","-","-","-","-","-","0","0","0","0","1","0.1"
"J.P. Holtz","TE","CHI","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","1","0","0","1","0.1"
"Antony Auclair","TE","TB","0","-","-","-","-","-","-","0","0","0","0","0","bye","1","-","-","0","1","0.1"
"D.J. Foster","RB","ARI","0","0","-","-","-","-","-","bye","1","0","0","0","0","-","0","0","0","1","0.1"
"Eric Tomlinson","TE","BAL","0","-","-","-","-","-","bye","-","-","-","-","0","0","0","1","0","0","1","0.1"
"Cullen Gillaspia","RB","HOU","-","0","1","-","0","0","0","bye","0","0","-","-","-","-","-","-","-","1","0.1"
"Colin Thompson","TE","CAR","-","0","0","0","0","0","0","1","0","1","0","0","bye","0","0","0","0","2","0.1"
"Jonathan Ward","RB","ARI","-","-","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","1","1","0.1"
"Mason Schreck","TE","CIN","-","-","0","0","0","0","0","0","bye","0","0","0","1","0","0","0","0","1","0.1"
"Dontrell Hilliard","RB","HOU","-","-","-","1","0","0","0","0","-","-","-","-","-","-","-","0","0","1","0.1"
"Matthew Slater","WR","NE","0","0","0","-","bye","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0"
"JoJo Natson","WR","CLE","0","0","0","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","0.0"
"K.J. Osborn","WR","MIN","0","0","-","0","-","-","bye","0","0","0","0","-","0","-","-","0","-","0","0.0"
"Justin Hardee","WR","NO","0","0","0","0","-","bye","0","0","-","-","-","-","-","0","0","0","0","0","0.0"
"Kyle Nelson","TE","SF","0","0","0","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","0.0"
"Nsimba Webster","WR","LAR","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0.0"
"Xavier Jones","RB","LAR","0","0","0","0","0","0","-","0","bye","0","0","0","0","-","-","0","0","0","0.0"
"James Winchester","TE","KC","0","0","0","-","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0.0"
"Nathan Cottrell","RB","JAC","0","-","-","-","-","-","-","bye","-","-","0","0","0","0","0","0","0","0","0.0"
"Dan Chisena","WR","MIN","0","0","0","0","0","0","bye","-","0","0","-","0","0","0","0","0","0","0","0.0"
"Clark Harris","TE","CIN","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0.0"
"Quinton Bell","WR","TB","0","0","0","0","0","-","-","-","-","-","-","-","bye","-","-","-","-","0","0.0"
"Malik Turner","WR","DAL","0","0","0","0","-","-","-","-","-","bye","-","-","-","-","-","0","0","0","0.0"
"Rico Dowdle","RB","DAL","0","-","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0.0"
"Derek Watt","RB","PIT","0","0","0","bye","-","0","-","-","-","0","0","0","0","0","0","0","0","0","0.0"
"Senorise Perry","RB","TEN","0","0","-","bye","-","-","-","-","-","-","0","0","0","0","0","-","-","0","0.0"
"Andrew Beck","TE","DEN","0","0","0","0","bye","0","-","-","-","-","-","-","0","0","0","0","0","0","0.0"
"Beau Brinkley","TE","TEN","0","0","0","bye","0","0","0","0","-","-","-","-","-","-","-","-","-","0","0.0"
"Sean McKeon","TE","DAL","-","0","0","-","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0.0"
"Farrod Green","TE","IND","-","0","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Darius Bradwell","RB","LAC","-","0","0","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Qadree Ollison","RB","ATL","-","-","0","-","-","-","-","0","0","bye","-","-","-","-","-","-","-","0","0.0"
"Johnny Holton","WR","NYG","-","-","0","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","0.0"
"Deante Burton","WR","DAL","-","-","0","-","-","-","-","-","-","bye","-","0","0","0","-","-","-","0","0.0"
"Dwayne Washington","RB","NO","-","-","0","0","0","bye","0","0","0","-","-","0","0","0","0","0","-","0","0.0"
"Raymond Calais","RB","LAR","-","-","0","0","-","-","0","-","bye","-","-","-","-","-","-","-","0","0","0.0"
"Jason Moore Jr.","WR","LAC","-","-","-","0","-","bye","-","0","-","-","-","-","-","-","-","-","-","0","0.0"
"Garrett Griffin","TE","NO","-","-","-","0","0","bye","-","-","-","-","0","-","-","-","-","-","0","0","0.0"
"Keelan Doss","WR","LV","-","-","-","0","-","bye","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Reggie Begelton","WR","GB","-","-","-","0","bye","-","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Trey Edmunds","RB","PIT","-","-","-","bye","0","-","0","0","-","0","-","-","-","-","-","-","-","0","0.0"
"Evan Baylis","TE","ARI","-","-","-","-","0","0","0","bye","-","-","0","0","-","-","-","-","-","0","0.0"
"Kevin White","WR","SF","-","-","-","-","0","0","-","-","0","-","bye","-","-","-","-","-","-","0","0.0"
"Artavis Pierce","RB","CHI","-","-","-","-","-","0","-","-","0","0","bye","-","-","-","-","0","0","0","0.0"
"Deon Cain","WR","PIT","-","-","-","bye","-","0","-","-","-","-","-","-","-","-","-","-","0","0","0.0"
"Rashod Berry","TE","NE","-","-","-","-","bye","0","-","-","-","-","-","-","0","-","-","-","0","0","0.0"
"Jeremy Cox","RB","DEN","-","-","-","-","bye","0","0","0","0","0","0","0","-","-","-","-","-","0","0.0"
"Daniel Helm","TE","SF","-","-","-","-","-","0","-","-","0","0","bye","-","-","-","0","0","-","0","0.0"
"Alex Bachman","WR","NYG","-","-","-","-","-","-","0","-","-","-","bye","-","-","-","-","-","-","0","0.0"
"Duke Williams","WR","BUF","-","-","-","-","-","-","0","-","-","-","bye","-","-","-","-","-","-","0","0.0"
"Dexter Williams","RB","GB","-","-","-","-","bye","-","0","-","0","-","-","-","-","-","-","0","-","0","0.0"
"Brandin Bryant","RB","BUF","-","-","-","-","-","-","-","0","-","-","bye","-","-","-","-","-","-","0","0.0"
"Chris Moore","WR","BAL","-","-","-","-","-","-","bye","0","-","-","-","-","-","-","-","0","0","0","0.0"
"Dwayne Harris","WR","CHI","-","-","-","-","-","-","-","0","0","0","bye","-","-","-","-","-","-","0","0.0"
"Stephen Sullivan","TE","SEA","-","-","-","-","-","bye","-","0","-","-","-","-","-","-","-","-","-","0","0.0"
"Marken Michel","WR","CAR","-","-","-","-","-","-","-","0","-","-","-","-","bye","0","-","-","-","0","0.0"
"Fred Brown","WR","DEN","-","-","-","-","bye","-","-","0","-","-","-","-","-","-","-","-","-","0","0.0"
"Kirk Merritt","WR","MIA","-","-","-","-","-","-","bye","-","0","-","-","-","-","-","-","-","-","0","0.0"
"Ross Travis","TE","NYJ","-","-","-","-","-","-","-","-","0","bye","-","-","-","-","-","-","-","0","0.0"
"Kristian Wilkerson","WR","NE","-","-","-","-","bye","-","-","-","0","-","-","-","-","-","-","-","-","0","0.0"
"Juwann Winfree","WR","GB","-","-","-","-","bye","-","-","-","-","0","-","-","-","0","-","-","-","0","0.0"
"Caleb Wilson","TE","PHI","-","-","-","-","-","-","-","-","bye","0","0","0","-","-","-","0","0","0","0.0"
"Chris Myarick","TE","MIA","-","-","-","-","-","-","bye","-","-","0","-","-","-","0","0","-","-","0","0.0"
"Zach Gentry","TE","PIT","-","-","-","bye","-","-","-","-","-","0","0","-","-","-","-","-","-","0","0.0"
"Stanley Morgan Jr.","WR","CIN","-","-","-","-","-","-","-","-","bye","0","-","-","0","0","0","0","0","0","0.0"
"Bo Scarbrough","RB","SEA","-","-","-","-","-","bye","-","-","-","-","0","-","-","-","-","-","-","0","0.0"
"Johnny Stanton IV","RB","CLE","-","-","-","-","-","-","-","-","bye","-","0","-","-","-","-","-","-","0","0.0"
"Elijah Holyfield","RB","PHI","-","-","-","-","-","-","-","-","bye","-","0","-","-","-","-","-","-","0","0.0"
"Brycen Hopkins","TE","LAR","-","-","-","-","-","-","-","-","bye","-","-","0","-","0","0","-","0","0","0.0"
"Wendell Smallwood","RB","PIT","-","-","-","bye","-","-","-","-","-","-","-","0","-","-","-","-","-","0","0.0"
"Sean Culkin","TE","BAL","-","-","-","-","-","-","bye","-","-","-","-","0","-","-","-","-","-","0","0.0"
"Trey Quinn","WR","JAC","-","-","-","-","-","-","-","bye","-","-","-","0","-","-","-","-","-","0","0.0"
"Tony Brooks-James","RB","ATL","-","-","-","-","-","-","-","-","-","bye","-","0","-","-","-","-","-","0","0.0"
"Kendall Hinton","WR","DEN","-","-","-","-","bye","-","-","-","-","-","-","0","-","-","-","-","-","0","0.0"
"Isaiah Coulter","WR","HOU","-","-","-","-","-","-","-","bye","-","-","-","-","-","0","-","-","-","0","0.0"
"Javon Leake","RB","WAS","-","-","-","-","-","-","-","bye","-","-","-","-","-","0","-","-","-","0","0.0"
"Michael Warren II","RB","WAS","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","-","-","0","0.0"
"Sewo Olonilua","RB","DAL","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","0","0","-","0","0.0"
"Rashaad Penny","RB","SEA","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","0","0","0","0.0"
"Chris Rowland","WR","ATL","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","0","0","0","0.0"
"Derrick Willies","WR","CLE","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","-","0","0.0"
"Matt Sokol","TE","LAC","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","0","0","0","0.0"
"Jake Bargas","TE","MIN","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","-","0","0.0"
"Jordan Matthews","WR","SF","-","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","0","0","0","0.0"
"Matt Cole","WR","SF","-","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","0","0","0.0"
"Tony Jones Jr.","RB","NO","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","0","0","0.0"
"Hale Hentges","TE","MIN","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","0","0","0.0"
"Nate Becker","TE","BUF","-","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","0","0","0.0"
"Dezmon Patmon","WR","IND","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","0","0","0.0"
""
""
